"sk_evento","fk_tempo","fk_prospect","fk_vendedor","fk_cardapio","fk_tema","data_interesse","tipo_evento","duracao_horas","status","qtd_adultos","qtd_criancas","faturamento","custo","dias_para_evento","total_pessoas","lucro_total"
201,NULL,612,7,4,3,"2016-03-02","Chá revelação","04:00:00","Tornou-se cliente",40,14,"3600.00","2900.00",140,54,"700.00"
202,NULL,181,1,2,NULL,"2016-03-03","Formatura","04:00:00","Em negociação",67,22,"7600.00","5400.00",140,89,"2200.00"
203,NULL,1033,5,NULL,NULL,"2016-03-04","Casamento","04:00:00","Desistência",70,10,NULL,NULL,140,80,NULL
204,NULL,2191,3,3,NULL,"2016-03-05","Aniversário infantil","04:00:00","Tornou-se cliente",37,26,"5100.00","4100.00",140,63,"1000.00"
205,NULL,871,2,1,5,"2016-03-06","Aniversário de 15 anos","04:00:00","Tornou-se cliente",54,15,"6900.00","5300.00",139,69,"1600.00"
206,NULL,751,6,NULL,NULL,"2016-03-07","Chá revelação","04:00:00","Desistência",39,13,NULL,NULL,140,52,NULL
207,NULL,304,9,2,NULL,"2016-03-08","Formatura","04:00:00","Em negociação",60,18,"7200.00","5200.00",140,78,"2000.00"
208,NULL,1999,4,3,8,"2016-03-09","Casamento","04:00:00","Tornou-se cliente",74,16,"10500.00","8700.00",140,90,"1800.00"
209,NULL,630,3,NULL,NULL,"2016-03-10","Aniversário infantil","04:00:00","Desistência",34,21,NULL,NULL,140,55,NULL
210,NULL,310,1,4,NULL,"2016-03-11","Aniversário de adulto","04:00:00","Tornou-se cliente",52,8,"5900.00","4600.00",140,60,"1300.00"
211,NULL,2088,10,2,NULL,"2016-03-12","Chá revelação","04:00:00","Em negociação",48,10,"4100.00","3000.00",140,58,"1100.00"
212,NULL,999,7,NULL,NULL,"2016-03-13","Casamento","04:00:00","Desistência",69,18,NULL,NULL,140,87,NULL
213,NULL,402,8,2,NULL,"2016-03-14","Aniversário infantil","04:00:00","Tornou-se cliente",37,25,"5200.00","4100.00",140,62,"1100.00"
214,NULL,1201,4,1,6,"2016-03-15","Casamento","04:00:00","Tornou-se cliente",72,15,"11000.00","8900.00",140,87,"2100.00"
215,NULL,714,5,NULL,NULL,"2016-03-16","Chá revelação","04:00:00","Desistência",38,14,NULL,NULL,140,52,NULL
216,NULL,1890,7,3,NULL,"2016-03-17","Formatura","04:00:00","Em negociação",66,22,"7400.00","5400.00",140,88,"2000.00"
217,NULL,2110,2,4,NULL,"2016-03-18","Aniversário de adulto","04:00:00","Tornou-se cliente",55,10,"6300.00","5100.00",140,65,"1200.00"
218,NULL,588,9,NULL,NULL,"2016-03-19","Aniversário infantil","04:00:00","Desistência",34,20,NULL,NULL,139,54,NULL
219,NULL,1002,1,2,4,"2016-03-20","Aniversário de 15 anos","04:00:00","Tornou-se cliente",48,18,"7200.00","5900.00",139,66,"1300.00"
220,NULL,1451,8,1,NULL,"2016-03-21","Casamento","04:00:00","Em negociação",76,20,"9800.00","7400.00",139,96,"2400.00"
221,NULL,650,6,NULL,NULL,"2016-03-22","Chá revelação","04:00:00","Desistência",41,16,NULL,NULL,139,57,NULL
222,NULL,321,3,3,NULL,"2016-03-23","Formatura","04:00:00","Tornou-se cliente",64,24,"8900.00","7300.00",139,88,"1600.00"
223,NULL,1777,7,2,NULL,"2016-03-24","Aniversário infantil","04:00:00","Em negociação",39,28,"4200.00","3100.00",139,67,"1100.00"
224,NULL,771,10,NULL,NULL,"2016-03-25","Aniversário de adulto","04:00:00","Desistência",53,7,NULL,NULL,139,60,NULL
225,NULL,861,5,4,9,"2016-03-26","Casamento","04:00:00","Tornou-se cliente",78,22,"11200.00","9200.00",139,100,"2000.00"
226,NULL,2044,1,1,NULL,"2016-03-27","Aniversário infantil","04:00:00","Tornou-se cliente",32,32,"5000.00","3900.00",139,64,"1100.00"
227,NULL,602,4,NULL,NULL,"2016-03-28","Chá revelação","04:00:00","Desistência",36,19,NULL,NULL,139,55,NULL
228,NULL,1120,6,3,NULL,"2016-03-29","Formatura","04:00:00","Em negociação",59,21,"7500.00","5300.00",139,80,"2200.00"
229,NULL,1996,2,2,NULL,"2016-03-30","Aniversário de 15 anos","04:00:00","Tornou-se cliente",46,23,"6800.00","5600.00",139,69,"1200.00"
230,NULL,980,9,NULL,NULL,"2016-03-31","Casamento","04:00:00","Desistência",71,17,NULL,NULL,139,88,NULL
231,NULL,540,8,4,2,"2016-04-01","Aniversário infantil","04:00:00","Tornou-se cliente",33,29,"5100.00","4000.00",139,62,"1100.00"
232,NULL,1807,3,1,NULL,"2016-04-02","Chá revelação","04:00:00","Em negociação",40,15,"3600.00","2600.00",139,55,"1000.00"
233,NULL,899,7,NULL,NULL,"2016-04-03","Formatura","04:00:00","Desistência",63,23,NULL,NULL,139,86,NULL
234,NULL,1333,10,3,NULL,"2016-04-04","Aniversário de adulto","04:00:00","Tornou-se cliente",51,11,"5900.00","4700.00",139,62,"1200.00"
235,NULL,911,1,2,10,"2016-04-05","Aniversário de 15 anos","04:00:00","Tornou-se cliente",49,20,"7000.00","5600.00",139,69,"1400.00"
236,NULL,1002,5,NULL,NULL,"2016-04-06","Casamento","04:00:00","Desistência",73,19,NULL,NULL,139,92,NULL
237,NULL,171,4,1,NULL,"2016-04-07","Chá revelação","04:00:00","Tornou-se cliente",41,14,"3900.00","3000.00",139,55,"900.00"
238,NULL,1719,4,4,NULL,"2016-04-08","Chá revelação","04:00:00","Em negociação",35,18,"1608.90","967.64",115,53,"641.26"
239,NULL,1379,2,NULL,NULL,"2016-04-09","Aniversário de adulto","04:00:00","Desistência",19,66,NULL,NULL,117,85,NULL
240,NULL,1084,1,4,NULL,"2016-04-10","Aniversário infantil","04:00:00","Em negociação",12,86,"3071.19","2098.48",135,98,"972.71"
241,NULL,188,4,3,NULL,"2016-04-11","Chá revelação","04:00:00","Em negociação",73,23,"4410.99","3487.45",114,96,"923.54"
242,NULL,1094,2,2,4,"2016-04-12","Aniversário de adulto","04:00:00","Tornou-se cliente",47,23,"4200.00","2691.57",135,70,"1508.43"
243,NULL,230,4,1,NULL,"2016-04-13","Casamento","04:00:00","Tornou-se cliente",28,93,"9680.00","6778.82",177,121,"2901.18"
244,NULL,1880,3,3,9,"2016-04-14","Chá revelação","04:00:00","Em negociação",27,63,"3879.07","2964.94",173,90,"914.13"
245,NULL,193,2,2,NULL,"2016-04-15","Aniversário de 15 anos","04:00:00","Tornou-se cliente",65,2,"4020.00","3208.04",153,67,"811.96"
246,NULL,48,2,3,NULL,"2016-04-16","Formatura","04:00:00","Em negociação",76,22,"4048.53","2690.53",149,98,"1358.00"
247,NULL,436,5,2,3,"2016-04-17","Casamento","04:00:00","Em negociação",64,19,"4770.22","3679.26",112,83,"1090.96"
248,NULL,1487,5,NULL,NULL,"2016-04-17","Aniversário de adulto","04:00:00","Desistência",2,110,NULL,NULL,104,112,NULL
249,NULL,351,8,NULL,NULL,"2016-04-18","Aniversário de 15 anos","04:00:00","Desistência",15,42,NULL,NULL,162,57,NULL
250,NULL,1947,9,2,10,"2016-04-19","Aniversário infantil","04:00:00","Tornou-se cliente",98,20,"7080.00","4996.95",106,118,"2083.05"
251,NULL,1530,8,NULL,NULL,"2016-04-20","Casamento","04:00:00","Desistência",39,36,NULL,NULL,141,75,NULL
252,NULL,1385,1,2,1,"2016-04-21","Chá revelação","04:00:00","Tornou-se cliente",15,92,"6420.00","3965.94",121,107,"2454.06"
253,NULL,2106,4,NULL,NULL,"2016-04-21","Aniversário infantil","04:00:00","Desistência",21,33,NULL,NULL,99,54,NULL
254,NULL,1937,4,4,NULL,"2016-04-22","Aniversário de adulto","04:00:00","Tornou-se cliente",27,85,"3360.00","2175.94",159,112,"1184.06"
255,NULL,222,2,NULL,NULL,"2016-04-23","Aniversário de adulto","04:00:00","Desistência",52,52,NULL,NULL,149,104,NULL
256,NULL,448,4,2,8,"2016-04-24","Aniversário infantil","04:00:00","Em negociação",93,8,"5320.90","3407.33",133,101,"1913.57"
257,NULL,61,2,NULL,NULL,"2016-04-25","Chá revelação","04:00:00","Desistência",3,59,NULL,NULL,173,62,NULL
258,NULL,1643,1,2,7,"2016-04-26","Aniversário de 15 anos","04:00:00","Em negociação",52,19,"3846.95","2971.75",152,71,"875.20"
259,NULL,1216,4,1,9,"2016-04-27","Casamento","04:00:00","Tornou-se cliente",84,37,"9680.00","5955.52",152,121,"3724.48"
260,NULL,645,1,NULL,NULL,"2016-04-27","Chá revelação","04:00:00","Desistência",64,47,NULL,NULL,157,111,NULL
261,NULL,279,4,4,10,"2016-04-28","Chá revelação","04:00:00","Tornou-se cliente",54,6,"1800.00","1190.80",113,60,"609.20"
262,NULL,2142,6,NULL,NULL,"2016-04-28","Aniversário infantil","04:00:00","Desistência",84,19,NULL,NULL,164,103,NULL
263,NULL,537,5,4,2,"2016-04-29","Aniversário de adulto","04:00:00","Tornou-se cliente",40,36,"2280.00","1373.31",120,76,"906.69"
264,NULL,543,6,1,NULL,"2016-04-30","Aniversário infantil","04:00:00","Em negociação",34,25,"4360.83","2767.84",117,59,"1592.99"
265,NULL,1227,2,2,2,"2016-05-01","Chá revelação","04:00:00","Em negociação",1,116,"7009.35","4445.32",175,117,"2564.03"
266,NULL,209,2,4,NULL,"2016-05-02","Aniversário de 15 anos","04:00:00","Tornou-se cliente",64,19,"2490.00","1521.44",152,83,"968.56"
267,NULL,1752,9,1,3,"2016-05-03","Casamento","04:00:00","Em negociação",20,63,"6368.54","4990.46",146,83,"1378.08"
268,NULL,164,6,NULL,NULL,"2016-05-04","Aniversário de 15 anos","04:00:00","Desistência",19,36,NULL,NULL,136,55,NULL
269,NULL,1665,10,2,NULL,"2016-05-05","Aniversário de 15 anos","04:00:00","Em negociação",13,68,"4361.11","2772.58",135,81,"1588.53"
270,NULL,1687,4,3,2,"2016-05-06","Formatura","04:00:00","Em negociação",11,42,"2209.72","1344.66",132,53,"865.06"
271,NULL,792,7,3,2,"2016-05-07","Formatura","04:00:00","Tornou-se cliente",39,55,"4230.00","3560.49",119,94,"669.51"
272,NULL,114,2,3,5,"2016-05-08","Chá revelação","04:00:00","Tornou-se cliente",86,15,"4545.00","2770.47",158,101,"1774.53"
273,NULL,474,7,NULL,NULL,"2016-05-09","Casamento","04:00:00","Desistência",55,35,NULL,NULL,167,90,NULL
274,NULL,7,9,2,2,"2016-05-10","Chá revelação","04:00:00","Em negociação",32,42,"4616.60","3705.14",95,74,"911.46"
275,NULL,1337,7,3,NULL,"2016-05-11","Aniversário infantil","04:00:00","Em negociação",64,24,"3517.94","2625.38",129,88,"892.56"
276,NULL,2,5,3,10,"2016-05-12","Chá revelação","04:00:00","Em negociação",38,84,"5332.61","3577.62",141,122,"1754.99"
277,NULL,1373,2,2,NULL,"2016-05-13","Formatura","04:00:00","Em negociação",10,61,"3812.39","2454.45",126,71,"1357.94"
278,NULL,797,7,NULL,NULL,"2016-05-14","Chá revelação","04:00:00","Desistência",29,30,NULL,NULL,143,59,NULL
279,NULL,23,2,4,9,"2016-05-15","Formatura","04:00:00","Em negociação",31,70,"2857.02","2064.57",108,101,"792.45"
280,NULL,1300,8,NULL,NULL,"2016-05-16","Aniversário de 15 anos","04:00:00","Desistência",85,24,NULL,NULL,157,109,NULL
281,NULL,652,8,4,4,"2016-05-17","Chá revelação","04:00:00","Tornou-se cliente",54,60,"3420.00","2770.08",160,114,"649.92"
282,NULL,318,5,2,6,"2016-05-18","Chá revelação","04:00:00","Tornou-se cliente",80,32,"6720.00","5532.29",120,112,"1187.71"
283,NULL,264,7,4,8,"2016-05-19","Aniversário de 15 anos","04:00:00","Em negociação",88,11,"2771.47","1788.99",109,99,"982.48"
284,NULL,1441,5,4,NULL,"2016-05-20","Aniversário infantil","04:00:00","Tornou-se cliente",48,75,"3690.00","3093.54",151,123,"596.46"
285,NULL,2000,4,NULL,NULL,"2016-05-21","Casamento","04:00:00","Desistência",102,17,NULL,NULL,167,119,NULL
286,NULL,1657,3,4,NULL,"2016-05-22","Aniversário de adulto","04:00:00","Tornou-se cliente",62,43,"3150.00","2662.32",93,105,"487.68"
287,NULL,112,2,NULL,NULL,"2016-05-22","Formatura","04:00:00","Desistência",72,53,NULL,NULL,174,125,NULL
288,NULL,1066,7,3,6,"2016-05-23","Casamento","04:00:00","Tornou-se cliente",17,87,"4680.00","3202.88",149,104,"1477.12"
289,NULL,214,6,2,NULL,"2016-05-24","Formatura","04:00:00","Tornou-se cliente",10,72,"4920.00","3912.92",150,82,"1007.08"
290,NULL,625,4,NULL,NULL,"2016-05-24","Aniversário infantil","04:00:00","Desistência",25,56,NULL,NULL,92,81,NULL
291,NULL,893,8,3,NULL,"2016-05-25","Aniversário de 15 anos","04:00:00","Em negociação",85,25,"4373.61","3208.46",104,110,"1165.15"
292,NULL,1278,10,4,4,"2016-05-26","Aniversário de 15 anos","04:00:00","Tornou-se cliente",13,76,"2670.00","1652.73",164,89,"1017.27"
293,NULL,496,10,1,7,"2016-05-27","Aniversário de 15 anos","04:00:00","Em negociação",38,25,"4950.81","3045.59",177,63,"1905.22"
294,NULL,1484,8,NULL,NULL,"2016-05-27","Formatura","04:00:00","Desistência",13,99,NULL,NULL,145,112,NULL
295,NULL,1107,10,4,NULL,"2016-05-28","Casamento","04:00:00","Em negociação",55,14,"2101.35","1534.71",112,69,"566.64"
296,NULL,1553,6,1,NULL,"2016-05-29","Aniversário infantil","04:00:00","Em negociação",57,28,"6222.02","4400.59",121,85,"1821.43"
297,NULL,783,2,2,NULL,"2016-05-30","Chá revelação","04:00:00","Em negociação",71,14,"4833.35","3706.19",91,85,"1127.16"
298,NULL,908,7,2,10,"2016-05-31","Formatura","04:00:00","Tornou-se cliente",101,6,"6420.00","4444.28",92,107,"1975.72"
299,NULL,1110,5,3,4,"2016-06-01","Formatura","04:00:00","Em negociação",42,78,"4930.79","3764.33",135,120,"1166.46"
300,NULL,2149,10,3,NULL,"2016-06-02","Aniversário de 15 anos","04:00:00","Em negociação",61,16,"3522.26","2342.92",125,77,"1179.34"
301,NULL,224,9,NULL,NULL,"2016-06-02","Chá revelação","04:00:00","Desistência",35,31,NULL,NULL,95,66,NULL
302,NULL,1165,8,NULL,NULL,"2016-06-03","Aniversário de adulto","04:00:00","Desistência",62,4,NULL,NULL,103,66,NULL
303,NULL,1035,8,NULL,NULL,"2016-06-04","Formatura","04:00:00","Desistência",43,63,NULL,NULL,113,106,NULL
304,NULL,220,3,2,NULL,"2016-06-05","Aniversário infantil","04:00:00","Tornou-se cliente",25,33,"3480.00","2913.74",152,58,"566.26"
305,NULL,925,9,4,NULL,"2016-06-06","Aniversário infantil","04:00:00","Em negociação",97,24,"3406.92","2688.87",143,121,"718.05"
306,NULL,852,4,NULL,NULL,"2016-06-07","Chá revelação","04:00:00","Desistência",39,18,NULL,NULL,102,57,NULL
307,NULL,308,3,1,10,"2016-06-08","Aniversário de adulto","04:00:00","Tornou-se cliente",10,50,"4800.00","3443.89",120,60,"1356.11"
308,NULL,1084,10,2,NULL,"2016-06-09","Casamento","04:00:00","Em negociação",58,28,"4947.99","3673.78",99,86,"1274.21"
309,NULL,1183,8,1,NULL,"2016-06-10","Aniversário infantil","04:00:00","Em negociação",10,47,"4153.33","2859.78",129,57,"1293.55"
310,NULL,1026,1,1,10,"2016-06-11","Aniversário infantil","04:00:00","Em negociação",5,121,"9751.64","5895.49",145,126,"3856.15"
311,NULL,1812,5,2,NULL,"2016-06-12","Chá revelação","04:00:00","Em negociação",48,7,"3092.68","2409.61",112,55,"683.07"
312,NULL,659,6,4,NULL,"2016-06-13","Formatura","04:00:00","Tornou-se cliente",41,51,"2760.00","1854.87",175,92,"905.13"
313,NULL,1325,2,4,NULL,"2016-06-14","Chá revelação","04:00:00","Tornou-se cliente",29,25,"1620.00","1306.10",101,54,"313.90"
314,NULL,1482,10,4,NULL,"2016-06-15","Chá revelação","04:00:00","Tornou-se cliente",52,57,"3270.00","2583.29",96,109,"686.71"
315,NULL,119,10,2,NULL,"2016-06-16","Aniversário de 15 anos","04:00:00","Em negociação",56,30,"4706.69","2838.17",179,86,"1868.52"
316,NULL,2042,5,3,NULL,"2016-06-17","Aniversário infantil","04:00:00","Em negociação",15,94,"4642.58","3267.86",172,109,"1374.72"
317,NULL,1132,7,NULL,NULL,"2016-06-18","Chá revelação","04:00:00","Desistência",95,20,NULL,NULL,107,115,NULL
318,NULL,1223,10,4,NULL,"2016-06-19","Aniversário de adulto","04:00:00","Tornou-se cliente",34,80,"3420.00","2433.80",90,114,"986.20"
319,NULL,773,4,NULL,NULL,"2016-06-20","Chá revelação","04:00:00","Desistência",48,71,NULL,NULL,148,119,NULL
320,NULL,1938,7,4,NULL,"2016-06-21","Chá revelação","04:00:00","Tornou-se cliente",29,70,"2970.00","2370.35",142,99,"599.65"
321,NULL,1360,2,NULL,NULL,"2016-06-22","Formatura","04:00:00","Desistência",8,46,NULL,NULL,154,54,NULL
322,NULL,591,7,2,5,"2016-06-23","Formatura","04:00:00","Tornou-se cliente",33,29,"3720.00","2546.86",148,62,"1173.14"
323,NULL,1298,8,1,NULL,"2016-06-24","Aniversário infantil","04:00:00","Tornou-se cliente",86,6,"7360.00","4847.98",158,92,"2512.02"
324,NULL,412,8,2,NULL,"2016-06-25","Aniversário de 15 anos","04:00:00","Em negociação",27,34,"3772.31","2301.55",102,61,"1470.76"
325,NULL,738,3,2,7,"2016-06-26","Aniversário de adulto","04:00:00","Em negociação",18,87,"6135.84","4006.60",121,105,"2129.24"
326,NULL,1906,5,2,6,"2016-06-27","Formatura","04:00:00","Em negociação",58,24,"5153.85","3431.51",122,82,"1722.34"
327,NULL,437,4,NULL,NULL,"2016-06-28","Formatura","04:00:00","Desistência",25,63,NULL,NULL,139,88,NULL
328,NULL,1210,1,4,10,"2016-06-29","Formatura","04:00:00","Tornou-se cliente",45,78,"3690.00","3012.02",163,123,"677.98"
329,NULL,943,10,3,4,"2016-06-30","Chá revelação","04:00:00","Em negociação",106,7,"4953.70","3710.86",126,113,"1242.84"
330,NULL,1266,8,1,NULL,"2016-07-01","Aniversário de 15 anos","04:00:00","Em negociação",24,106,"10363.31","6423.48",170,130,"3939.83"
331,NULL,1117,3,3,NULL,"2016-07-02","Aniversário de 15 anos","04:00:00","Em negociação",46,20,"3085.35","2507.85",157,66,"577.50"
332,NULL,1628,9,NULL,NULL,"2016-07-03","Formatura","04:00:00","Desistência",9,50,NULL,NULL,118,59,NULL
333,NULL,2198,2,4,5,"2016-07-04","Aniversário de adulto","04:00:00","Tornou-se cliente",50,11,"1830.00","1365.44",140,61,"464.56"
334,NULL,1344,10,2,NULL,"2016-07-05","Aniversário infantil","04:00:00","Em negociação",60,19,"4631.36","3251.86",93,79,"1379.50"
335,NULL,2018,2,1,9,"2016-07-06","Aniversário infantil","04:00:00","Tornou-se cliente",5,62,"5360.00","3397.79",94,67,"1962.21"
336,NULL,633,7,1,NULL,"2016-07-07","Casamento","04:00:00","Em negociação",53,66,"9264.20","7472.43",165,119,"1791.77"
337,NULL,150,4,2,7,"2016-07-08","Aniversário infantil","04:00:00","Tornou-se cliente",40,20,"520.00","360.00",149,60,"160.00"
338,NULL,221,2,NULL,NULL,"2016-07-09","Chá revelação","04:00:00","Desistência",30,25,NULL,NULL,171,55,NULL
339,NULL,987,3,3,NULL,"2016-07-10","Aniversário de adulto","04:00:00","Em negociação",60,10,"680.00","520.00",136,70,"160.00"
340,NULL,1020,8,NULL,NULL,"2016-07-11","Formatura","04:00:00","Desistência",55,5,NULL,NULL,132,60,NULL
341,NULL,554,5,4,3,"2016-07-12","Casamento","04:00:00","Tornou-se cliente",70,0,"1450.00","1180.00",145,70,"270.00"
342,NULL,731,1,2,NULL,"2016-07-13","Aniversário de 15 anos","04:00:00","Em negociação",48,12,"610.00","440.00",183,60,"170.00"
343,NULL,44,3,NULL,NULL,"2016-07-14","Chá revelação","04:00:00","Desistência",32,20,NULL,NULL,163,52,NULL
344,NULL,1820,7,1,6,"2016-07-15","Aniversário infantil","04:00:00","Tornou-se cliente",35,30,"590.00","430.00",132,65,"160.00"
345,NULL,319,9,3,NULL,"2016-07-16","Formatura","04:00:00","Em negociação",65,10,"920.00","740.00",155,75,"180.00"
346,NULL,402,6,NULL,NULL,"2016-07-17","Casamento","04:00:00","Desistência",80,0,NULL,NULL,170,80,NULL
347,NULL,912,4,2,9,"2016-07-18","Aniversário de adulto","04:00:00","Tornou-se cliente",55,5,"690.00","540.00",122,60,"150.00"
348,NULL,345,10,1,NULL,"2016-07-19","Aniversário infantil","04:00:00","Em negociação",42,18,"560.00","420.00",130,60,"140.00"
349,NULL,685,7,NULL,NULL,"2016-07-20","Formatura","04:00:00","Desistência",50,10,NULL,NULL,163,60,NULL
350,NULL,2040,6,4,2,"2016-07-21","Casamento","04:00:00","Tornou-se cliente",75,0,"1600.00","1280.00",186,75,"320.00"
351,NULL,569,3,3,NULL,"2016-07-22","Aniversário de 15 anos","04:00:00","Em negociação",60,20,"750.00","590.00",141,80,"160.00"
352,NULL,991,2,NULL,NULL,"2016-07-23","Chá revelação","04:00:00","Desistência",28,24,NULL,NULL,173,52,NULL
353,NULL,1777,1,1,4,"2016-07-24","Aniversário infantil","04:00:00","Tornou-se cliente",36,22,"600.00","470.00",178,58,"130.00"
354,NULL,644,9,2,NULL,"2016-07-25","Formatura","04:00:00","Em negociação",55,10,"820.00","650.00",143,65,"170.00"
355,NULL,1191,5,NULL,NULL,"2016-07-26","Casamento","04:00:00","Desistência",82,2,NULL,NULL,164,84,NULL
356,NULL,903,4,3,10,"2016-07-27","Aniversário de adulto","04:00:00","Tornou-se cliente",58,8,"710.00","560.00",128,66,"150.00"
357,NULL,1210,6,4,NULL,"2016-07-28","Aniversário infantil","04:00:00","Em negociação",44,18,"580.00","440.00",152,62,"140.00"
358,NULL,321,7,NULL,NULL,"2016-07-29","Formatura","04:00:00","Desistência",62,14,NULL,NULL,192,76,NULL
359,NULL,2001,8,4,5,"2016-07-30","Casamento","04:00:00","Tornou-se cliente",78,0,"1520.00","1270.00",159,78,"250.00"
360,NULL,1310,10,3,NULL,"2016-07-31","Aniversário de 15 anos","04:00:00","Em negociação",52,18,"640.00","500.00",147,70,"140.00"
361,NULL,2100,1,NULL,NULL,"2016-08-01","Chá revelação","04:00:00","Desistência",34,22,NULL,NULL,169,56,NULL
362,NULL,800,4,2,8,"2016-08-02","Aniversário infantil","04:00:00","Tornou-se cliente",38,20,"610.00","470.00",164,58,"140.00"
363,NULL,1444,5,3,NULL,"2016-08-03","Formatura","04:00:00","Em negociação",60,12,"880.00","690.00",155,72,"190.00"
364,NULL,1901,6,NULL,NULL,"2016-08-04","Casamento","04:00:00","Desistência",78,0,NULL,NULL,164,78,NULL
365,NULL,520,4,1,3,"2016-08-05","Aniversário infantil","04:00:00","Tornou-se cliente",36,22,"590.00","450.00",177,58,"140.00"
366,NULL,1202,3,2,NULL,"2016-08-06","Aniversário de adulto","04:00:00","Em negociação",50,12,"640.00","510.00",152,62,"130.00"
367,NULL,219,2,NULL,NULL,"2016-08-07","Chá revelação","04:00:00","Desistência",30,24,NULL,NULL,174,54,NULL
368,NULL,981,8,2,5,"2016-08-08","Aniversário de 15 anos","04:00:00","Tornou-se cliente",55,20,"750.00","580.00",192,75,"170.00"
369,NULL,1622,9,1,NULL,"2016-08-09","Formatura","04:00:00","Em negociação",65,10,"900.00","720.00",152,75,"180.00"
370,NULL,1902,10,NULL,NULL,"2016-08-10","Casamento","04:00:00","Desistência",82,0,NULL,NULL,181,82,NULL
371,NULL,199,1,4,8,"2016-08-11","Aniversário infantil","04:00:00","Tornou-se cliente",38,25,"630.00","480.00",172,63,"150.00"
